date,broker,buy_volume,sell_volume,buy_vwap,sell_vwap,start_balance,end_balance,efficiency_score,short_interest,profile
2025-01-23,Raymond James,18919,2746,0.2273,0.2334,8053249,8110632,0.98,12469,Retail + Institutional
2025-01-23,Desjardins Securities,37314,22481,0.1622,0.1857,3091552,3102550,0.98,7195,Retail + Institutional
2025-01-23,Laurentian Bank,5037,10804,0.197,0.2429,8151883,8175426,0.96,8656,Retail + Institutional
2025-01-23,HSBC Securities,9570,42382,0.1572,0.1655,7914842,7962510,0.84,19515,HNW
2025-01-23,GMP Securities,22329,48504,0.2321,0.1709,3548305,3628136,0.97,5993,HNW
2025-01-23,Credential Securities,33165,17922,0.2112,0.2103,1179932,1179633,0.81,19013,Retail
2025-01-23,PI Financial,6025,18587,0.1505,0.225,8769422,8771756,0.81,2368,Retail + Institutional
2025-01-23,Industrial Alliance,21619,37870,0.2094,0.2477,3642352,3583280,0.83,16319,HNW
2025-01-23,Edward Jones,15550,48259,0.174,0.2246,5077082,5126101,0.93,14224,Institutional
2025-01-23,UBS Securities,18595,26643,0.2453,0.1557,4443216,4531923,0.76,3562,Retail
2025-01-23,Goldman Sachs Canada,39888,24282,0.2493,0.1645,7813155,7781840,0.71,4580,Retail
2025-01-23,JP Morgan Canada,46170,25474,0.2395,0.2327,6030931,6086313,0.73,3982,HNW
2025-01-23,Morgan Stanley Canada,1867,25047,0.164,0.2008,4638081,4700117,0.92,15462,HNW
2025-01-23,Merrill Lynch Canada,25353,16719,0.1818,0.224,9978044,9998755,0.75,1166,Institutional
2025-01-23,Interactive Brokers Canada,11258,25907,0.2205,0.1536,1227324,1300300,0.83,9788,Retail + Institutional
2025-01-24,RBC Capital Markets,36691,12972,0.1947,0.1514,4794221,4863524,0.74,3224,Retail + Institutional
2025-01-24,CIBC World Markets,24437,31742,0.1602,0.2247,9220012,9193902,0.96,11378,Retail
2025-01-24,TD Securities,47999,33256,0.1936,0.2438,1377381,1409530,0.87,6585,HNW
2025-01-24,BMO Nesbitt Burns,10214,16554,0.1759,0.2214,4716198,4618761,0.98,12914,Retail + Institutional
2025-01-24,Scotia Capital,30236,39896,0.1589,0.2252,8630669,8591056,0.78,16675,Retail + Institutional
2025-01-24,National Bank Financial,42912,29905,0.2241,0.2237,9891195,9940689,0.8,11638,Institutional
2025-01-24,Canaccord Genuity,32282,44269,0.2154,0.1861,4635653,4552877,0.83,13026,HNW
2025-01-24,Raymond James,31127,14965,0.2143,0.1613,6272466,6290649,0.93,7152,Institutional
2025-01-24,Desjardins Securities,41477,12561,0.1817,0.2107,8588769,8660674,0.82,18203,Retail + Institutional
2025-01-24,Laurentian Bank,21754,13031,0.2222,0.2473,3907248,3908255,0.88,6245,Retail + Institutional
2025-01-24,HSBC Securities,45277,9578,0.239,0.1707,1446107,1487387,0.87,17236,Institutional
2025-01-24,GMP Securities,16075,25557,0.1626,0.1708,7964433,8019554,0.75,1208,Institutional
2025-01-24,Credential Securities,23433,12159,0.1623,0.2218,5915578,5920581,0.85,18069,Institutional
2025-01-24,PI Financial,47919,47870,0.1503,0.2225,2789814,2766265,0.74,4377,Retail + Institutional
2025-01-24,Industrial Alliance,12395,9188,0.1959,0.2028,7237483,7313947,0.91,6330,Retail
2025-01-24,Edward Jones,3408,16394,0.153,0.1981,9813038,9752426,0.98,15124,Retail + Institutional
2025-01-24,UBS Securities,38901,16513,0.2346,0.2111,6364092,6273295,0.81,5246,Institutional
2025-01-24,Goldman Sachs Canada,3940,34092,0.1602,0.2428,7571484,7486103,0.89,3956,Retail + Institutional
2025-01-24,JP Morgan Canada,48835,10510,0.1754,0.1682,3630851,3722520,0.87,11556,Retail + Institutional
2025-01-24,Morgan Stanley Canada,11737,3066,0.1991,0.156,2142598,2165012,0.99,7802,HNW
2025-01-24,Merrill Lynch Canada,31144,36420,0.2136,0.2102,5880759,5898942,0.8,18139,Retail
2025-01-24,Interactive Brokers Canada,9990,6783,0.2492,0.1707,4977225,5008731,0.93,3274,Retail + Institutional
2025-01-27,RBC Capital Markets,23374,41842,0.1612,0.2012,3312596,3378132,0.87,19739,Institutional
2025-01-27,CIBC World Markets,5627,37039,0.1765,0.2385,5335658,5251036,0.94,7835,HNW
2025-01-27,TD Securities,7354,39018,0.2408,0.1601,6216025,6196941,0.7,18568,Institutional
2025-01-27,BMO Nesbitt Burns,48300,12770,0.1999,0.1642,5379310,5422707,0.82,6109,Institutional
2025-01-27,Scotia Capital,37480,38700,0.2453,0.1841,8643477,8689370,0.8,3793,HNW
2025-01-27,National Bank Financial,38227,36941,0.2319,0.2418,2024150,2010466,0.94,3980,Institutional
2025-01-27,Canaccord Genuity,29654,24601,0.1814,0.1824,4417192,4371108,0.76,4105,HNW
2025-01-27,Raymond James,33815,32418,0.2018,0.1727,5056898,5149482,0.79,14993,Retail + Institutional
2025-01-27,Desjardins Securities,41247,34371,0.1817,0.2001,1478244,1440705,0.9,2347,HNW
2025-01-27,Laurentian Bank,22690,47033,0.1829,0.2182,5359280,5377818,0.82,10439,Retail
2025-01-27,HSBC Securities,49853,33846,0.1981,0.205,9784238,9807458,0.7,18374,Retail
2025-01-27,GMP Securities,43032,47373,0.1586,0.1756,4971735,4882922,0.75,8564,Retail + Institutional
2025-01-27,Credential Securities,16887,42986,0.1507,0.2054,3499668,3595678,0.88,1211,Retail
2025-01-27,PI Financial,12153,4090,0.1569,0.2209,6186995,6257828,0.86,1069,Retail
2025-01-27,Industrial Alliance,28318,27741,0.225,0.1561,3320379,3337407,0.9,7579,Retail
2025-01-27,Edward Jones,3643,49419,0.2127,0.2151,7763853,7668360,0.93,17368,HNW
2025-01-27,UBS Securities,41585,49147,0.1516,0.2209,5999921,6094307,0.92,14770,Retail + Institutional
2025-01-27,Goldman Sachs Canada,19480,22463,0.1713,0.2325,6254177,6193081,0.93,15987,HNW
2025-01-27,JP Morgan Canada,24831,2250,0.1574,0.2493,4910279,4867114,0.78,14245,Retail + Institutional
2025-01-27,Morgan Stanley Canada,22117,19580,0.2322,0.2269,7867408,7850382,0.94,9454,Institutional
2025-01-27,Merrill Lynch Canada,24470,39300,0.2189,0.2384,2762499,2717283,0.89,10803,Retail
2025-01-27,Interactive Brokers Canada,45750,43843,0.2279,0.1574,5355407,5435625,0.71,18611,Institutional
2025-01-28,RBC Capital Markets,30160,18030,0.2093,0.2196,4418728,4364440,0.99,16085,Institutional
2025-01-28,CIBC World Markets,41933,10159,0.2374,0.1714,2538310,2617244,0.76,16712,HNW
2025-01-28,TD Securities,33068,15136,0.2318,0.2296,4165588,4254332,0.91,12934,HNW
2025-01-28,BMO Nesbitt Burns,17741,15163,0.1595,0.1825,4215475,4294548,0.93,19335,HNW
2025-01-28,Scotia Capital,46627,38792,0.1549,0.2377,9927393,10026168,0.72,12396,Institutional
2025-01-28,National Bank Financial,40202,4846,0.1909,0.1933,7260872,7199648,0.75,6853,Institutional
2025-01-28,Canaccord Genuity,36873,9989,0.246,0.2226,5312154,5385252,0.93,6710,HNW
2025-01-28,Raymond James,18830,28266,0.1995,0.2375,5703126,5748160,0.88,9729,Retail + Institutional
2025-01-28,Desjardins Securities,29435,35006,0.2282,0.211,2123086,2041617,0.78,16745,Institutional
2025-01-28,Laurentian Bank,47048,21048,0.2481,0.242,7100365,7174162,0.93,19738,Retail + Institutional
2025-01-28,HSBC Securities,8510,35501,0.1745,0.155,5765797,5834988,0.78,13232,Retail + Institutional
2025-01-28,GMP Securities,7765,43452,0.2414,0.1634,7013916,7093149,0.94,12956,Retail + Institutional
2025-01-28,Credential Securities,38908,47499,0.2143,0.1963,5342462,5345188,0.91,5194,Retail + Institutional
2025-01-28,PI Financial,27054,16106,0.2235,0.2312,3667245,3702782,0.91,17951,Retail
2025-01-28,Industrial Alliance,24464,47594,0.1785,0.1653,5500890,5414027,0.76,13895,Retail + Institutional
2025-01-28,Edward Jones,18734,46242,0.1712,0.1563,4754654,4800705,0.71,19176,HNW
2025-01-28,UBS Securities,48174,5453,0.2226,0.2208,9454337,9431558,0.93,9079,Institutional
2025-01-28,Goldman Sachs Canada,43731,48059,0.1727,0.2288,4644845,4585825,0.75,19372,Retail + Institutional
2025-01-28,JP Morgan Canada,38413,30664,0.1987,0.1876,8472008,8503693,0.98,18295,HNW
2025-01-28,Morgan Stanley Canada,41291,35111,0.1621,0.234,3990580,4031588,0.93,4769,Retail
2025-01-28,Merrill Lynch Canada,18995,11895,0.2054,0.2269,9708896,9633986,0.86,4542,Retail + Institutional
2025-01-28,Interactive Brokers Canada,36714,2217,0.1926,0.2285,1797230,1813167,0.86,17994,Retail
2025-01-29,RBC Capital Markets,35336,17734,0.2334,0.1949,3810015,3872024,0.81,4234,HNW
2025-01-29,CIBC World Markets,38343,23782,0.2418,0.2153,9619577,9548593,0.83,16783,Institutional
2025-01-29,TD Securities,7120,32648,0.169,0.2079,7616564,7693288,0.93,17619,Retail
2025-01-29,BMO Nesbitt Burns,6197,31513,0.1928,0.1646,5127954,5179746,0.76,3116,Retail
2025-01-29,Scotia Capital,13867,3238,0.1748,0.2087,3049146,3147590,0.78,18952,Retail
2025-01-29,National Bank Financial,11471,26327,0.214,0.1869,9187454,9215441,0.98,11606,HNW
2025-01-29,Canaccord Genuity,15291,1682,0.2393,0.205,2866985,2899736,0.91,13072,Retail + Institutional
2025-01-29,Raymond James,33497,47608,0.1818,0.1575,8686783,8738747,0.81,8485,Retail + Institutional
2025-01-29,Desjardins Securities,2122,13596,0.2009,0.219,6782302,6765017,0.74,17740,Institutional
2025-01-29,Laurentian Bank,23076,22408,0.2169,0.1762,4414748,4368563,0.8,17148,Institutional
2025-01-29,HSBC Securities,47840,18552,0.1722,0.1825,4904319,4898135,0.71,9976,Institutional
2025-01-29,GMP Securities,7566,16056,0.1753,0.2026,5421568,5330140,0.8,13349,Retail + Institutional
2025-01-29,Credential Securities,32218,7821,0.1537,0.1636,4225129,4227026,0.85,16369,HNW
2025-01-29,PI Financial,30014,18334,0.1768,0.1944,1682296,1628191,0.74,5574,Retail + Institutional
2025-01-29,Industrial Alliance,10062,5733,0.1661,0.1547,8745171,8677203,0.92,12020,Retail
2025-01-29,Edward Jones,23316,29616,0.2001,0.1596,1681673,1608266,0.83,10644,HNW
2025-01-29,UBS Securities,4115,15292,0.1936,0.1664,9669230,9755302,0.82,7480,HNW
2025-01-29,Goldman Sachs Canada,8775,38305,0.162,0.2155,5022646,4944831,0.85,12020,Retail
2025-01-29,JP Morgan Canada,37199,41988,0.198,0.1874,6208669,6216747,0.95,8986,Retail + Institutional
2025-01-29,Morgan Stanley Canada,34247,29898,0.1691,0.2405,5048164,5087359,0.79,18071,HNW
2025-01-29,Merrill Lynch Canada,40237,8210,0.2381,0.1859,8671334,8736279,0.83,4939,Retail + Institutional
2025-01-29,Interactive Brokers Canada,46186,8558,0.2226,0.1764,3074129,3126235,0.9,12213,Institutional
2025-01-30,RBC Capital Markets,37612,43116,0.2123,0.2259,6680387,6670102,0.95,7974,Retail
2025-01-30,CIBC World Markets,40260,41275,0.2135,0.2492,5508970,5442962,0.78,4435,Retail + Institutional
2025-01-30,TD Securities,13022,20597,0.1953,0.2204,7802866,7828005,0.72,18353,HNW
2025-01-30,BMO Nesbitt Burns,46293,34997,0.1576,0.1853,4875044,4786097,0.81,9335,Retail
2025-01-30,Scotia Capital,28768,48728,0.2266,0.2192,5425732,5421934,0.7,15858,Retail
2025-01-30,National Bank Financial,21174,1187,0.1553,0.153,2096697,2142209,0.74,9930,HNW
2025-01-30,Canaccord Genuity,41042,37348,0.2278,0.1561,9060664,9129665,0.7,1935,Institutional
2025-01-30,Raymond James,32555,15900,0.2473,0.2267,7467201,7389036,0.98,15512,HNW
2025-01-30,Desjardins Securities,23687,32789,0.2176,0.2266,7485183,7574804,0.77,18147,Retail
2025-01-30,Laurentian Bank,33889,38706,0.1964,0.1755,8921062,8938398,0.93,5274,Retail + Institutional
2025-01-30,HSBC Securities,16194,11725,0.177,0.1805,8968674,9050259,0.74,8903,Institutional
2025-01-30,GMP Securities,11107,8588,0.1923,0.1645,8913539,8875873,0.97,18521,Institutional
2025-01-30,Credential Securities,24800,43305,0.2383,0.2315,5323709,5366373,0.77,8002,Retail + Institutional
2025-01-30,PI Financial,5714,25122,0.2172,0.1506,5870678,5917913,0.94,5032,Retail
2025-01-30,Industrial Alliance,23940,39840,0.1651,0.1916,9893494,9837843,0.83,8371,Retail
2025-01-30,Edward Jones,8603,34783,0.1731,0.1818,6233564,6177833,0.77,7859,HNW
2025-01-30,UBS Securities,22691,12042,0.216,0.177,7598564,7504475,0.71,2540,HNW
2025-01-30,Goldman Sachs Canada,21280,31362,0.1575,0.159,7297882,7227749,0.74,1376,HNW
2025-01-30,JP Morgan Canada,15920,45848,0.2191,0.2392,8776444,8756925,0.84,13312,HNW
2025-01-30,Morgan Stanley Canada,34341,44529,0.1604,0.1714,4908663,4822950,0.96,17095,Retail + Institutional
2025-01-30,Merrill Lynch Canada,30985,40504,0.1762,0.2291,6838720,6769223,0.72,13632,HNW
2025-01-30,Interactive Brokers Canada,49602,23674,0.2143,0.1562,6353152,6400309,0.72,18090,Retail + Institutional
2025-01-31,RBC Capital Markets,43134,12214,0.1769,0.2354,7216116,7202660,0.87,13788,Retail + Institutional
2025-01-31,CIBC World Markets,15374,12771,0.1525,0.2128,4049259,4084014,0.89,18973,Institutional
2025-01-31,TD Securities,6987,25166,0.151,0.2259,7875387,7789877,0.72,11423,Institutional
2025-01-31,BMO Nesbitt Burns,25408,25571,0.1851,0.1512,5269486,5192205,0.73,11597,Retail + Institutional
2025-01-31,Scotia Capital,15344,47541,0.2323,0.2064,4091192,4023792,0.78,17654,Institutional
2025-01-31,National Bank Financial,24550,42251,0.1951,0.1872,3561473,3647043,0.97,1571,Institutional
2025-01-31,Canaccord Genuity,43042,42772,0.1549,0.1827,4181596,4276933,0.85,1671,Retail + Institutional
2025-01-31,Raymond James,15640,36832,0.1971,0.2247,5821105,5872663,0.93,9253,Institutional
2025-01-31,Desjardins Securities,3103,5746,0.1683,0.1959,9176206,9227929,0.92,2366,Retail
2025-01-31,Laurentian Bank,8957,1085,0.1693,0.1547,4897777,4920112,0.92,1537,Retail + Institutional
2025-01-31,HSBC Securities,24016,44641,0.2295,0.245,7572634,7571849,0.71,17844,HNW
2025-01-31,GMP Securities,42359,10057,0.1832,0.1664,2569286,2533471,0.95,17313,Institutional
2025-01-31,Credential Securities,6530,33967,0.2119,0.2251,1241567,1302088,0.74,1145,HNW
2025-01-31,PI Financial,6908,14316,0.1693,0.1774,5008577,4917234,0.84,6180,Institutional
2025-01-31,Industrial Alliance,10047,41583,0.1664,0.2202,8609786,8528942,0.78,4941,Retail + Institutional
2025-01-31,Edward Jones,7582,18419,0.2355,0.2449,6486668,6571890,0.76,9350,HNW
2025-01-31,UBS Securities,16140,1266,0.2051,0.1924,1043860,957535,0.71,13555,Retail
2025-01-31,Goldman Sachs Canada,37691,26209,0.2127,0.1595,8123899,8065882,0.91,19554,Retail
2025-01-31,JP Morgan Canada,1181,43087,0.2281,0.1843,7680170,7695611,0.84,16323,Retail + Institutional
2025-01-31,Morgan Stanley Canada,3486,37180,0.2342,0.1696,3705512,3717725,0.82,2358,HNW
2025-01-31,Merrill Lynch Canada,2647,4591,0.2206,0.152,3189870,3098199,0.76,13210,Retail
2025-01-31,Interactive Brokers Canada,33362,40067,0.1711,0.1673,1952617,1932078,0.85,5833,HNW
2025-02-03,RBC Capital Markets,12329,46983,0.2194,0.2421,7507288,7574925,0.72,7146,HNW
2025-02-03,CIBC World Markets,45065,23699,0.1929,0.1946,9199753,9268470,0.94,2781,Retail
2025-02-03,TD Securities,35547,16148,0.1533,0.2413,2641688,2567944,0.8,3161,HNW
2025-02-03,BMO Nesbitt Burns,4883,38230,0.1734,0.2188,7574478,7546875,0.86,17882,Retail + Institutional
2025-02-03,Scotia Capital,8358,14482,0.1824,0.1723,4391412,4411352,0.93,11539,Retail + Institutional
2025-02-03,National Bank Financial,18187,11770,0.2119,0.1844,2491915,2510925,0.91,12623,Retail + Institutional
2025-02-03,Canaccord Genuity,3253,45356,0.167,0.2074,2150274,2063937,0.97,11997,HNW
2025-02-03,Raymond James,48371,23726,0.2492,0.2047,1041169,974714,0.82,18163,Institutional
2025-02-03,Desjardins Securities,18990,14261,0.2102,0.2093,8550650,8548860,0.86,4051,Retail
2025-02-03,Laurentian Bank,38432,9540,0.1804,0.1896,4850014,4768422,0.81,2790,Retail + Institutional
2025-02-03,HSBC Securities,23801,14564,0.1679,0.2453,5603489,5604068,0.82,9363,HNW
2025-02-03,GMP Securities,41405,1024,0.2172,0.1835,9224828,9256170,0.95,9914,HNW
2025-02-03,Credential Securities,24896,43944,0.1765,0.1968,8448567,8470367,0.94,17216,Institutional
2025-02-03,PI Financial,23405,18047,0.2117,0.1676,4050983,4031043,0.93,9396,Retail
2025-02-03,Industrial Alliance,42246,33282,0.156,0.2145,3396381,3406906,0.73,13086,HNW
2025-02-03,Edward Jones,1425,42537,0.2025,0.2477,4233504,4280322,0.82,9295,Retail
2025-02-03,UBS Securities,19828,35739,0.2075,0.2383,6486711,6418066,0.82,4009,HNW
2025-02-03,Goldman Sachs Canada,16131,33392,0.1594,0.2038,8405042,8501450,0.83,8021,Retail + Institutional
2025-02-03,JP Morgan Canada,39268,15466,0.1908,0.2264,8106209,8197273,0.99,11823,Retail
2025-02-03,Morgan Stanley Canada,23522,26116,0.2293,0.2063,1923567,1929728,0.81,8800,Institutional
2025-02-03,Merrill Lynch Canada,30327,29596,0.2293,0.1701,7793182,7699508,0.88,9096,Institutional
2025-02-03,Interactive Brokers Canada,48617,15796,0.2455,0.2194,9707006,9767179,0.83,5916,Institutional
2025-02-04,RBC Capital Markets,22341,20672,0.2067,0.2194,3830447,3902049,0.71,13506,Retail + Institutional
2025-02-04,CIBC World Markets,4857,37962,0.1689,0.2016,2701472,2768272,0.93,17010,HNW
2025-02-04,TD Securities,28528,27464,0.1987,0.1789,2541461,2454773,0.97,4173,Retail + Institutional
2025-02-04,BMO Nesbitt Burns,27179,39816,0.1551,0.2196,9224019,9188769,0.86,8611,Institutional
2025-02-04,Scotia Capital,22216,40249,0.2469,0.1804,5952200,6012639,0.92,10102,Retail + Institutional
2025-02-04,National Bank Financial,29809,1332,0.1834,0.1519,2540469,2614280,0.91,18747,HNW
2025-02-04,Canaccord Genuity,28641,19838,0.2255,0.2317,3668592,3670766,0.87,17457,HNW
2025-02-04,Raymond James,44943,36916,0.2111,0.2053,1063378,980254,0.82,3155,Retail + Institutional
2025-02-04,Desjardins Securities,1893,39892,0.1713,0.2017,2009024,1968197,0.92,19926,Retail + Institutional
2025-02-04,Laurentian Bank,21825,48497,0.1908,0.2479,3443617,3405616,0.73,2690,Retail
2025-02-04,HSBC Securities,31718,44730,0.2304,0.1698,4223759,4180254,0.89,19332,Retail
2025-02-04,GMP Securities,47043,37046,0.2445,0.2144,2851404,2771327,0.87,3525,Retail
2025-02-04,Credential Securities,15800,44169,0.1982,0.1701,7419430,7408083,0.84,13002,HNW
2025-02-04,PI Financial,24070,31038,0.2398,0.2499,8950010,8903275,0.9,10411,Retail
2025-02-04,Industrial Alliance,35027,18499,0.1939,0.2067,4112392,4064934,0.71,3647,Retail
2025-02-04,Edward Jones,24947,25917,0.2111,0.2344,7460505,7381892,0.86,13644,Retail
2025-02-04,UBS Securities,27317,35369,0.1881,0.2135,7309492,7350323,0.78,18541,Retail
2025-02-04,Goldman Sachs Canada,23005,45611,0.196,0.2197,6943053,7003577,0.82,19490,Retail
2025-02-04,JP Morgan Canada,17548,17734,0.2392,0.2395,1287958,1279807,0.75,6908,Retail
2025-02-04,Morgan Stanley Canada,19173,18445,0.1668,0.2082,8375460,8328484,0.91,2235,Institutional
2025-02-04,Merrill Lynch Canada,42045,5641,0.1861,0.2202,4677955,4644779,0.7,11866,Retail
2025-02-04,Interactive Brokers Canada,37573,36678,0.1736,0.2371,7613009,7611491,0.73,8572,Retail + Institutional
2025-02-05,RBC Capital Markets,15413,23411,0.2163,0.2037,8062828,8097812,0.71,9653,Retail + Institutional
2025-02-05,CIBC World Markets,14214,37039,0.2006,0.1662,6946948,6960876,0.83,8658,Retail
2025-02-05,TD Securities,34129,10686,0.2342,0.2329,5057386,4960071,0.95,9312,HNW
2025-02-05,BMO Nesbitt Burns,41907,43724,0.2268,0.1507,4845927,4823616,0.99,5184,HNW
2025-02-05,Scotia Capital,35310,37520,0.2113,0.208,2857048,2886152,0.73,18979,Retail
2025-02-05,National Bank Financial,9183,39781,0.2193,0.1531,4961775,5056056,1.0,18517,Institutional
2025-02-05,Canaccord Genuity,7299,8252,0.219,0.2254,3883603,3834541,0.82,1306,Retail + Institutional
2025-02-05,Raymond James,5028,45668,0.2333,0.2355,6449826,6422686,0.96,9259,Retail
2025-02-05,Desjardins Securities,4527,47830,0.1729,0.1973,6520977,6545366,0.95,10227,Institutional
2025-02-05,Laurentian Bank,32926,25956,0.2114,0.1733,8756162,8683383,0.94,3546,Institutional
2025-02-05,HSBC Securities,26812,8468,0.222,0.1968,4094650,4001606,0.87,2007,Retail
2025-02-05,GMP Securities,39098,6051,0.171,0.2442,3460508,3440486,0.74,17421,Institutional
2025-02-05,Credential Securities,31386,32547,0.1608,0.2463,3525158,3468253,0.94,17942,Retail + Institutional
2025-02-05,PI Financial,23422,26147,0.1819,0.1761,7037898,7119669,0.88,17017,Retail + Institutional
2025-02-05,Industrial Alliance,29798,20786,0.1946,0.2331,9121229,9216595,0.84,12241,HNW
2025-02-05,Edward Jones,17250,37016,0.2434,0.207,8654073,8667846,0.72,5952,Retail + Institutional
2025-02-05,UBS Securities,6756,22983,0.202,0.2261,4031286,4123691,0.7,18388,Retail + Institutional
2025-02-05,Goldman Sachs Canada,20111,18364,0.2216,0.1964,8311500,8331189,0.89,17596,Institutional
2025-02-05,JP Morgan Canada,40116,45910,0.2274,0.2452,6107006,6167355,0.73,8362,HNW
2025-02-05,Morgan Stanley Canada,8756,19104,0.1838,0.1745,9192944,9181968,0.83,19229,Retail + Institutional
2025-02-05,Merrill Lynch Canada,6536,29796,0.199,0.1953,6581082,6580186,0.72,18520,HNW
2025-02-05,Interactive Brokers Canada,20713,44027,0.1942,0.2157,8057381,8002236,0.71,1021,Retail + Institutional
2025-02-06,RBC Capital Markets,25798,14748,0.2479,0.1921,8844556,8898899,0.91,12938,HNW
2025-02-06,CIBC World Markets,18024,2990,0.162,0.2377,5772999,5726916,0.75,8324,Retail
2025-02-06,TD Securities,36966,36393,0.2431,0.1728,1223566,1126504,0.84,6784,Institutional
